id,status,startDate,registrationDate,dob,gender,city,region,numberOfChildren,isMarried,hasDisability
41,مفعل,2023-05-14 00:00:00,2022-09-11 12:56:45,1984-03-11 00:00:00,1,القريات,الجوف,2,0,0
42,مفعل,2023-05-14 00:00:00,2022-09-17 15:24:20,1991-08-29 00:00:00,1,الهفوف,المنطقة الشرقية,2,0,0
43,مفعل,2023-05-14 00:00:00,2022-02-27 12:01:48,1991-11-27 00:00:00,1,الرياض,الرياض,2,0,0
44,مفعل,2023-05-07 00:00:00,2022-11-06 13:00:16,1992-01-22 00:00:00,1,المدينة المنورة,المدينة المنورة,1,0,0
45,مفعل,2023-05-15 00:00:00,2022-01-21 14:28:10,1997-06-01 00:00:00,1,الخبر,المنطقة الشرقية,2,1,0
46,مفعل,2023-05-15 00:00:00,2022-08-28 10:30:05,1992-09-05 00:00:00,1,المدينة المنورة,المدينة المنورة,2,0,0
47,ملغية,2023-05-15 00:00:00,2022-09-03 23:18:43,1982-02-26 00:00:00,1,حفرة نساح,الرياض,0,1,0
48,مفعل,2023-05-14 00:00:00,2022-10-18 20:35:04,1992-07-21 00:00:00,1,الرياض,الرياض,2,0,0
49,مفعل,2023-05-14 00:00:00,2022-07-25 19:05:29,1988-01-09 00:00:00,1,العزيزية,المنطقة الشرقية,1,0,0
50,ملغية,2023-05-15 00:00:00,2022-12-04 18:35:53,1991-02-05 00:00:00,1,حفرة نساح,الرياض,0,0,0
51,مفعل,2023-05-16 00:00:00,2022-08-17 13:49:39,1994-10-15 00:00:00,1,ربيق,القصيم,1,0,0
52,مفعل,2023-05-14 00:00:00,2022-03-17 09:08:35,1991-12-07 00:00:00,1,الدمام,المنطقة الشرقية,1,1,0
53,مفعل,2023-05-07 00:00:00,2022-07-30 15:47:35,1993-10-25 00:00:00,1,جدة,مكة المكرمة,2,0,0
54,مفعل,2023-05-16 00:00:00,2022-01-22 18:14:33,1991-12-13 00:00:00,1,البطالية (الأحساء),المنطقة الشرقية,3,0,0
55,ملغية,2023-05-16 00:00:00,2022-09-11 22:28:10,1990-07-23 00:00:00,1,المجهلية,الرياض,0,0,0
56,مفعل,2023-05-15 00:00:00,2022-10-18 02:01:52,1989-03-26 00:00:00,1,الخرج,الرياض,1,0,0
57,مفعل,2023-05-16 00:00:00,2022-06-05 18:51:31,1993-07-01 00:00:00,1,الدمام,المنطقة الشرقية,2,0,0
58,مفعل,2023-05-08 00:00:00,2022-10-12 09:55:13,1992-08-27 00:00:00,1,الحائر (امارة الرياض),الرياض,2,1,0
59,مفعل,2023-05-07 00:00:00,2022-05-24 07:39:28,1992-10-09 00:00:00,1,الخرج,الرياض,3,0,0
60,مفعل,2023-05-14 00:00:00,2022-02-01 18:10:13,1985-04-12 00:00:00,1,ثول,مكة المكرمة,3,1,0
61,مفعل,2023-05-08 00:00:00,2022-08-01 09:55:41,1994-05-07 00:00:00,1,الرياض,الرياض,2,0,0
62,مفعل,2023-05-07 00:00:00,2022-08-23 12:49:41,1989-03-07 00:00:00,1,الخبر,المنطقة الشرقية,2,0,0
63,مفعل,2023-05-08 00:00:00,2022-04-10 14:16:31,1995-09-17 00:00:00,1,جدة,مكة المكرمة,2,0,0
64,مفعل,2023-05-07 00:00:00,2022-12-20 13:26:36,1994-04-29 00:00:00,1,العمران,المنطقة الشرقية,2,1,0
65,مفعل,2023-05-08 00:00:00,2022-12-19 13:09:38,1993-12-15 00:00:00,1,الدمام,المنطقة الشرقية,2,0,0
66,مفعل,2023-05-08 00:00:00,2022-06-16 17:51:08,1996-12-14 00:00:00,1,الرياض,الرياض,1,0,0
67,مفعل,2023-05-07 00:00:00,2022-06-14 22:08:15,1982-07-08 00:00:00,1,الدوادمي,حائل,1,0,0
68,مفعل,2023-05-08 00:00:00,2022-04-27 17:17:08,1987-02-04 00:00:00,1,ينبع الصناعية,المدينة المنورة,2,1,0
69,مفعل,2023-05-07 00:00:00,2022-09-04 12:30:39,1987-09-14 00:00:00,1,الدوادمي,حائل,1,1,0
70,مفعل,2023-05-08 00:00:00,2022-10-16 09:52:51,1991-06-25 00:00:00,1,الخبراء,القصيم,1,1,0
71,مفعل,2023-05-09 00:00:00,2022-09-04 09:59:48,1994-07-30 00:00:00,1,الشماسية,القصيم,2,1,0
72,مفعل,2023-05-07 00:00:00,2022-09-06 15:31:43,1985-03-12 00:00:00,1,الدمام,المنطقة الشرقية,1,0,0
73,مفعل,2023-05-10 00:00:00,2022-05-08 07:54:08,1985-07-17 00:00:00,1,ثول,مكة المكرمة,1,0,0
74,مفعل,2023-05-09 00:00:00,2022-02-15 08:01:01,1994-10-26 00:00:00,1,عنيزة,القصيم,2,1,0
75,مفعل,2023-05-09 00:00:00,2022-11-14 19:38:43,1983-05-19 00:00:00,1,ينبع الصناعية,المدينة المنورة,4,0,0
76,مفعل,2023-05-09 00:00:00,2022-08-18 15:36:11,1994-10-30 00:00:00,1,الرياض,الرياض,1,0,0
77,مفعل,2023-05-10 00:00:00,2022-10-08 22:14:55,1992-11-24 00:00:00,1,الرياض,الرياض,3,0,0
78,مفعل,2023-05-08 00:00:00,2022-12-05 11:31:50,1999-04-28 00:00:00,1,ينبع البحر,المدينة المنورة,2,0,0
79,مفعل,2023-05-10 00:00:00,2022-08-21 11:53:19,1982-09-06 00:00:00,1,ثول,مكة المكرمة,2,1,0
80,مفعل,2023-05-11 00:00:00,2022-09-03 13:58:51,1994-07-03 00:00:00,1,الدوادمي,حائل,2,1,0
81,مفعل,2023-05-11 00:00:00,2022-09-14 07:46:43,1993-08-19 00:00:00,1,الخبر,المنطقة الشرقية,2,0,0
82,مفعل,2023-05-14 00:00:00,2022-12-14 13:54:13,1987-11-30 00:00:00,1,الرياض,الرياض,2,0,0
83,ملغية,2023-05-14 00:00:00,2022-10-04 22:06:06,1983-04-14 00:00:00,1,حفر الباطن,المنطقة الشرقية,0,0,0
84,ملغية,2023-05-14 00:00:00,2022-08-15 19:01:43,1992-03-27 00:00:00,1,حفرة نساح,الرياض,0,1,0
85,مفعل,2023-05-11 00:00:00,2022-12-16 12:54:52,1994-04-07 00:00:00,1,ثول,مكة المكرمة,2,0,0
86,مفعل,2023-05-14 00:00:00,2022-02-10 09:59:13,1988-04-08 00:00:00,1,الرياض,الرياض,3,0,0
87,مفعل,2023-05-14 00:00:00,2022-11-08 12:45:29,1987-10-15 00:00:00,1,جدة,مكة المكرمة,1,0,0
88,مفعل,2023-05-14 00:00:00,2022-02-13 12:48:25,1990-12-26 00:00:00,1,ثول,مكة المكرمة,3,0,0
89,مفعل,2023-05-14 00:00:00,2022-07-14 15:59:19,1986-03-27 00:00:00,1,الرياض,الرياض,1,0,0
90,مفعل,2023-05-07 00:00:00,2022-11-28 19:12:28,1992-05-07 00:00:00,1,الرياض,الرياض,2,0,0
91,مفعل,2023-05-14 00:00:00,2022-09-11 12:56:45,1984-03-11 00:00:00,1,القريات,الجوف,2,0,0
92,مفعل,2023-05-14 00:00:00,2022-08-25 21:49:00,1993-07-25 00:00:00,1,ينبع الصناعية,المدينة المنورة,3,0,0
93,مفعل,2023-05-14 00:00:00,2022-03-18 12:17:55,1988-10-01 00:00:00,1,تاروت,المنطقة الشرقية,2,0,0
94,مفعل,2023-05-15 00:00:00,2022-12-17 23:37:32,1994-08-14 00:00:00,1,بريدة,القصيم,2,0,0
95,مفعل,2023-05-14 00:00:00,2022-07-17 09:41:47,1997-10-23 00:00:00,1,الدوادمي,حائل,2,1,0
96,ملغية,2023-05-15 00:00:00,2022-10-17 18:41:58,1989-12-18 00:00:00,1,الحفيرة,المنطقة الشرقية,0,0,0
97,ملغية,2023-05-15 00:00:00,2022-10-25 21:43:19,1991-11-11 00:00:00,1,حفرة نساح,الرياض,1,0,1
98,ملغية,2023-05-15 00:00:00,2022-12-04 23:01:01,1985-05-21 00:00:00,1,حفر الباطن,المنطقة الشرقية,0,0,0
99,مفعل,2023-05-15 00:00:00,2022-09-14 10:04:36,1994-07-17 00:00:00,1,بريدة,القصيم,1,0,0
100,مفعل,2023-05-16 00:00:00,2022-09-01 08:40:10,1990-09-23 00:00:00,1,الخبر,المنطقة الشرقية,2,0,0
101,مفعل,2023-05-16 00:00:00,2022-09-26 16:05:48,1995-08-31 00:00:00,1,المدينة المنورة,المدينة المنورة,1,0,0
102,مفعل,2023-05-16 00:00:00,2022-02-24 17:19:28,1984-11-21 00:00:00,1,حفرة نساح,الرياض,2,0,0
103,مفعل,2023-05-16 00:00:00,2022-08-25 23:58:01,1988-10-06 00:00:00,1,العزيزية,المنطقة الشرقية,2,1,0
104,مفعل,2023-05-16 00:00:00,2022-05-30 00:32:09,1989-05-23 00:00:00,1,الرياض,الرياض,2,0,0
105,مفعل,2023-05-16 00:00:00,2022-10-09 20:35:02,1991-02-05 00:00:00,1,الدوادمي,حائل,2,1,0
106,مفعل,2023-05-16 00:00:00,2022-10-11 23:19:21,1992-04-26 00:00:00,1,ينبع الصناعية,المدينة المنورة,2,0,0
107,مفعل,2023-05-16 00:00:00,2022-08-28 11:59:23,1994-07-11 00:00:00,1,تاروت,المنطقة الشرقية,2,0,0
108,مفعل,2023-05-15 00:00:00,2022-09-19 06:56:42,1986-07-04 00:00:00,1,المذنب,القصيم,2,1,0
109,ملغية,2023-05-15 00:00:00,2022-09-28 00:23:26,1984-01-01 00:00:00,1,حفرة نساح,الرياض,0,1,0
110,مفعل,2023-05-17 00:00:00,2022-12-27 18:59:46,1994-07-29 00:00:00,1,ثول,مكة المكرمة,2,0,0
111,مفعل,2023-05-17 00:00:00,2022-10-17 13:23:28,1995-11-12 00:00:00,1,الخرج,الرياض,1,0,0
112,مفعل,2023-05-18 00:00:00,2022-07-14 13:12:22,1997-12-04 00:00:00,1,ثول,مكة المكرمة,3,0,0
113,مفعل,2023-05-17 00:00:00,2022-09-19 20:52:07,1992-01-06 00:00:00,1,الرياض,الرياض,2,0,0
114,مفعل,2023-05-21 00:00:00,2022-05-15 13:17:18,1993-12-27 00:00:00,1,جدة,مكة المكرمة,3,0,0
115,مفعل,2023-05-14 00:00:00,2022-01-17 21:52:09,1992-03-18 00:00:00,1,ثول,مكة المكرمة,2,0,0
116,مفعل,2023-05-08 00:00:00,2022-08-14 13:13:12,1996-07-15 00:00:00,1,الرياض,الرياض,1,0,0
117,مفعل,2023-05-07 00:00:00,2022-10-06 18:49:17,1988-10-22 00:00:00,1,الشنان,حائل,1,1,0
118,مفعل,2023-05-07 00:00:00,2022-10-21 19:27:12,1989-07-28 00:00:00,1,جدة,مكة المكرمة,2,0,0
119,مفعل,2023-05-07 00:00:00,2022-09-13 09:00:10,1991-05-22 00:00:00,1,ينبع الصناعية,المدينة المنورة,1,1,0
120,مفعل,2023-05-07 00:00:00,2022-10-08 19:41:26,1994-07-07 00:00:00,1,العمران,المنطقة الشرقية,1,1,0
121,مفعل,2023-05-08 00:00:00,2022-04-16 03:36:01,1985-06-18 00:00:00,1,طريف,الحدود الشمالية,1,1,0
122,مفعل,2023-05-08 00:00:00,2022-11-24 03:18:01,1997-10-02 00:00:00,1,ثول,مكة المكرمة,1,0,0
123,مفعل,2023-05-08 00:00:00,2022-09-18 10:15:47,1993-08-01 00:00:00,1,الرياض,الرياض,1,0,0
124,مفعل,2023-05-08 00:00:00,2022-08-07 00:49:37,1994-01-19 00:00:00,1,الخبر,المنطقة الشرقية,2,1,0
125,مفعل,2023-05-08 00:00:00,2022-09-06 12:45:09,1986-05-24 00:00:00,1,ينبع,المدينة المنورة,2,0,0
126,مفعل,2023-05-08 00:00:00,2022-11-06 00:56:44,1992-02-17 00:00:00,1,الجبيل,المنطقة الشرقية,1,0,0
127,ملغية,2023-05-08 00:00:00,2022-05-28 16:31:55,1983-01-12 00:00:00,1,الخبر,المنطقة الشرقية,0,0,0
128,مفعل,2023-05-08 00:00:00,2022-09-05 14:42:41,1982-08-03 00:00:00,1,الهفوف,المنطقة الشرقية,2,0,0
129,مفعل,2023-05-08 00:00:00,2022-01-23 20:23:40,1992-12-26 00:00:00,1,مكة المكرمة,مكة المكرمة,3,0,0
130,مفعل,2023-05-08 00:00:00,2022-12-27 18:51:38,1996-11-23 00:00:00,1,الرياض,الرياض,2,0,0
131,مفعل,2023-05-08 00:00:00,2022-03-16 12:17:46,1984-06-04 00:00:00,1,العقيق,الباحة,2,0,0
132,مفعل,2023-05-08 00:00:00,2022-12-15 11:49:18,1995-11-18 00:00:00,1,الدمام,المنطقة الشرقية,2,0,0
133,مفعل,2023-05-08 00:00:00,2022-09-21 17:25:22,1989-03-15 00:00:00,1,الرياض,الرياض,2,0,0
134,مفعل,2023-05-09 00:00:00,2022-08-21 20:13:40,1990-10-20 00:00:00,1,الدوادمي,حائل,1,1,0
135,مفعل,2023-05-09 00:00:00,2022-10-16 21:04:21,1985-11-20 00:00:00,1,ثول,مكة المكرمة,2,0,0
136,مفعل,2023-05-09 00:00:00,2022-06-09 12:07:51,1990-12-06 00:00:00,1,جدة,مكة المكرمة,2,1,0
137,مفعل,2023-05-08 00:00:00,2022-05-19 00:15:02,1995-06-12 00:00:00,1,القطيف,المنطقة الشرقية,2,1,0
138,ملغية,2023-05-10 00:00:00,2022-02-14 12:53:47,1993-07-22 00:00:00,1,حفر الباطن,المنطقة الشرقية,0,0,0
139,مفعل,2023-05-10 00:00:00,2022-03-27 07:45:55,1992-11-03 00:00:00,1,الخبر,المنطقة الشرقية,1,0,0
140,مفعل,2023-05-09 00:00:00,2022-12-29 11:25:03,1994-01-30 00:00:00,1,الرياض,الرياض,2,0,0
141,مفعل,2023-05-09 00:00:00,2022-06-16 09:14:37,1996-07-02 00:00:00,1,الرياض,الرياض,2,0,0
142,مفعل,2023-05-10 00:00:00,2022-09-01 11:39:47,1985-07-21 00:00:00,1,الخبر,المنطقة الشرقية,2,1,0
143,مفعل,2023-05-10 00:00:00,2022-02-12 16:49:05,1992-04-08 00:00:00,1,العيينة,الرياض,2,1,0
144,مفعل,2023-05-11 00:00:00,2022-03-27 21:38:27,1989-03-18 00:00:00,1,الهفوف,الرياض,2,0,0
145,مفعل,2023-05-11 00:00:00,2022-03-31 15:21:05,1991-06-23 00:00:00,1,ينبع البحر,المدينة المنورة,2,0,0
146,مفعل,2023-05-11 00:00:00,2022-08-31 13:08:41,1989-09-01 00:00:00,1,الخبر,المنطقة الشرقية,2,1,0
147,مفعل,2023-05-09 00:00:00,2022-12-07 20:22:54,1993-08-28 00:00:00,1,المبرز,المنطقة الشرقية,1,0,0
148,مفعل,2023-05-14 00:00:00,2022-06-19 15:00:42,1993-12-24 00:00:00,1,الدوادمي,حائل,2,0,0
149,ملغية,2023-05-14 00:00:00,2022-08-31 18:20:20,1997-10-10 00:00:00,1,حفرة نساح,الرياض,0,0,0
150,مفعل,2023-05-14 00:00:00,2022-09-06 12:49:02,1994-05-23 00:00:00,1,حفرة نساح,الرياض,2,0,0
151,ملغية,2023-05-14 00:00:00,2022-05-15 07:50:43,1987-11-17 00:00:00,1,حفر الباطن,المنطقة الشرقية,0,0,0
152,مفعل,2023-05-11 00:00:00,2022-03-20 08:58:35,1994-07-05 00:00:00,1,الدمام,المنطقة الشرقية,1,0,0
153,مفعل,2023-05-15 00:00:00,2022-09-13 18:54:19,1990-04-13 00:00:00,1,المدينة المنورة,المدينة المنورة,1,0,0
154,مفعل,2023-05-15 00:00:00,2022-08-18 00:28:40,1995-12-17 00:00:00,1,ثول,مكة المكرمة,1,1,0
155,مفعل,2023-05-14 00:00:00,2022-02-16 13:18:05,1989-12-15 00:00:00,1,العزيزية,المنطقة الشرقية,3,1,0
156,مفعل,2023-05-15 00:00:00,2022-08-11 01:22:03,1976-08-08 00:00:00,1,جدة,مكة المكرمة,2,0,0
157,مفعل,2023-05-16 00:00:00,2022-11-07 03:48:43,1989-01-22 00:00:00,1,جدة,مكة المكرمة,2,0,0
158,ملغية,2023-05-15 00:00:00,2022-10-05 23:19:05,1993-12-06 00:00:00,1,حفرة نساح,الرياض,1,0,0
159,مفعل,2023-05-16 00:00:00,2022-10-26 10:18:19,1990-12-16 00:00:00,1,الخبر,المنطقة الشرقية,2,0,0
160,مفعل,2023-05-15 00:00:00,2022-12-17 12:04:34,1997-05-07 00:00:00,1,بريدة,القصيم,2,0,0
161,مفعل,2023-05-16 00:00:00,2022-12-13 14:43:31,1989-09-10 00:00:00,1,العزيزية,المنطقة الشرقية,2,0,0
162,مفعل,2023-05-16 00:00:00,2022-12-17 19:42:40,1994-04-17 00:00:00,1,الرياض,الرياض,1,0,0
163,ملغية,2023-05-16 00:00:00,2022-09-07 19:07:33,1991-07-18 00:00:00,1,ابو غيل,مكة المكرمة,0,0,0
164,مفعل,2023-05-17 00:00:00,2022-08-24 10:31:04,1991-01-11 00:00:00,1,الدوادمي,حائل,2,0,0
165,مفعل,2023-05-17 00:00:00,2022-05-24 09:15:33,1991-09-11 00:00:00,1,عنيزة,القصيم,1,0,0
166,مفعل,2023-05-17 00:00:00,2022-11-26 09:20:31,1982-07-05 00:00:00,1,القطيف,المنطقة الشرقية,1,0,1
167,مفعل,2023-05-17 00:00:00,2022-08-18 15:49:21,1986-09-01 00:00:00,1,جدة,مكة المكرمة,2,1,0
168,مفعل,2023-05-17 00:00:00,2022-12-16 03:05:11,1993-08-10 00:00:00,1,الخفجي,المنطقة الشرقية,1,0,0
169,مفعل,2023-05-21 00:00:00,2022-11-29 09:35:25,1989-09-07 00:00:00,1,القطيف,المنطقة الشرقية,2,0,0
170,مفعل,2023-05-18 00:00:00,2022-05-14 18:38:43,1993-09-15 00:00:00,1,ثول,مكة المكرمة,3,1,0
171,مفعل,2023-05-18 00:00:00,2022-11-25 13:22:17,1993-10-06 00:00:00,1,الهفوف,المنطقة الشرقية,2,0,0
172,مفعل,2023-05-17 00:00:00,2022-09-05 13:51:50,1993-03-03 00:00:00,1,الرياض,الرياض,1,0,0
173,مفعل,2023-05-16 00:00:00,2022-10-03 14:35:49,1992-04-30 00:00:00,1,القويعية,الرياض,2,0,0
174,مفعل,2023-05-17 00:00:00,2022-07-06 20:27:24,1986-03-26 00:00:00,1,الدوادمي,حائل,2,1,0
175,مفعل,2023-05-18 00:00:00,2022-07-19 12:24:27,1989-03-01 00:00:00,1,الخبر,المنطقة الشرقية,2,1,0
176,مفعل,2023-05-16 00:00:00,2022-06-17 10:38:03,1990-06-19 00:00:00,1,الدوادمي,حائل,1,0,0
177,مفعل,2023-05-22 00:00:00,2022-05-23 20:05:34,1994-08-20 00:00:00,1,نجران,نجران,1,0,0
178,مفعل,2023-05-25 00:00:00,2022-10-24 14:55:49,1991-07-04 00:00:00,1,الرياض,الرياض,4,0,0
179,مفعل,2023-05-21 00:00:00,2022-10-30 15:50:11,1994-02-13 00:00:00,1,الخبراء,القصيم,3,1,0
180,مفعل,2023-05-22 00:00:00,2022-03-30 10:11:03,1996-08-29 00:00:00,1,الدوادمي,حائل,2,0,0
181,مفعل,2023-05-22 00:00:00,2022-09-01 07:18:26,1988-04-25 00:00:00,1,الخبر,المنطقة الشرقية,2,0,0
182,مفعل,2023-05-23 00:00:00,2022-12-22 13:27:09,2001-11-07 00:00:00,1,الدوادمي,حائل,2,0,0
183,مفعل,2023-05-23 00:00:00,2022-05-15 09:43:45,1992-02-04 00:00:00,1,تاروت,المنطقة الشرقية,1,1,0
184,مفعل,2023-05-23 00:00:00,2022-09-06 20:20:12,1993-05-14 00:00:00,1,الخبراء,القصيم,3,1,0
185,مفعل,2023-05-24 00:00:00,2022-06-02 12:07:21,1986-08-15 00:00:00,1,الدوادمي,حائل,1,1,0
186,ملغية,2023-05-26 00:00:00,2022-10-11 14:29:53,1995-03-29 00:00:00,1,العمران,المنطقة الشرقية,0,1,0
187,مفعل,2023-05-30 00:00:00,2022-08-30 09:57:25,1990-10-19 00:00:00,1,الدمام,المنطقة الشرقية,1,1,0
188,مفعل,2023-05-28 00:00:00,2022-06-29 16:56:52,1989-03-31 00:00:00,1,جدة,مكة المكرمة,2,0,0
189,مفعل,2023-05-27 00:00:00,2022-09-25 12:49:22,1984-04-02 00:00:00,1,الخبر,المنطقة الشرقية,2,0,0
190,ملغية,2023-05-25 00:00:00,2022-12-04 21:34:00,1993-04-17 00:00:00,1,المسجد,حائل,0,1,0
191,مفعل,2023-06-01 00:00:00,2022-03-24 10:04:09,1990-08-23 00:00:00,1,الرياض,الرياض,3,0,0
192,مفعل,2023-05-28 00:00:00,2022-11-14 15:09:41,1996-04-18 00:00:00,1,ثول,مكة المكرمة,1,0,0
193,مفعل,2023-05-28 00:00:00,2022-06-16 23:48:19,1992-09-13 00:00:00,1,ثول,مكة المكرمة,3,1,1
194,مفعل,2023-05-28 00:00:00,2022-08-28 16:14:36,1995-07-29 00:00:00,1,الرياض,الرياض,2,0,0
195,مفعل,2023-05-28 00:00:00,2022-06-13 16:20:08,1995-09-04 00:00:00,1,الخبراء,القصيم,3,0,0
196,مفعل,2023-05-28 00:00:00,2022-09-17 13:30:19,1992-03-24 00:00:00,1,ينبع الصناعية,المدينة المنورة,1,1,0
197,مفعل,2023-05-28 00:00:00,2022-09-30 12:09:11,1995-12-09 00:00:00,1,جدة,مكة المكرمة,1,0,0
198,مفعل,2023-05-28 00:00:00,2022-12-07 14:34:15,1994-11-06 00:00:00,1,الرياض,الرياض,2,0,0
199,مفعل,2023-05-28 00:00:00,2022-12-06 13:53:44,1996-03-12 00:00:00,1,الدمام,المنطقة الشرقية,2,0,0
200,مفعل,2023-05-30 00:00:00,2022-08-24 10:19:20,1996-07-02 00:00:00,1,الرياض,الرياض,3,0,0
201,مفعل,2023-05-28 00:00:00,2022-03-02 14:59:06,1984-06-28 00:00:00,1,الخبر,المنطقة الشرقية,3,1,0
202,مفعل,2023-05-28 00:00:00,2022-09-25 12:17:17,1977-12-09 00:00:00,1,جدة,مكة المكرمة,2,0,0
203,مفعل,2023-05-28 00:00:00,2022-01-14 10:12:20,1992-06-14 00:00:00,1,الرياض,الرياض,1,0,0
204,مفعل,2023-05-28 00:00:00,2022-11-07 17:01:33,1983-07-01 00:00:00,1,شرورة,نجران,2,0,0
205,مفعل,2023-05-07 00:00:00,2022-02-17 01:51:55,1994-04-27 00:00:00,1,جدة,مكة المكرمة,1,0,0
206,مفعل,2023-05-28 00:00:00,2022-04-25 02:47:01,1996-10-07 00:00:00,1,الدوادمي,حائل,2,1,0
